,Ensembl,Symbol,s22mo_C_F-s06mo_C_F_logFC,s22mo_C_F-s06mo_C_F_logCPM,s22mo_C_F-s06mo_C_F_LR,s22mo_C_F-s06mo_C_F_PValue,s22mo_C_F-s06mo_C_F_Status,s22mo_C_F-s06mo_C_F_Status,Description
3779,ENSMUSG00000025352,Gdf11,0.484709825,2.7067384,4.96705898537963,0.025835,0.25956,NS,growth differentiation factor 11
1853,ENSMUSG00000020265,Sumo3,0.2829482528,5.2633169,4.95632728071494,0.025995,0.26063,NS,small ubiquitin-like modifier 3
6939,ENSMUSG00000033257,Ttll4,0.2794185301,4.2028552,4.95752401049372,0.025977,0.26063,NS,"tubulin tyrosine ligase-like family, member 4"
11652,ENSMUSG00000063821,Dusp29,0.5602095193,3.9786146,4.95862161560424,0.025961,0.26063,NS,dual specificity phosphatase 29
5147,ENSMUSG00000028681,Ptch2,-0.8936324796,0.2018816,4.95031055031571,0.026086,0.26135,NS,patched 2
121,ENSMUSG00000001020,S100a4,-0.5570086564,2.3516672,4.94664398693372,0.026141,0.26172,NS,S100 calcium binding protein A4
2541,ENSMUSG00000021835,Bmp4,-0.5367138543,2.0785161,4.94153315705927,0.026219,0.26197,NS,bone morphogenetic protein 4
8816,ENSMUSG00000040485,Lrrc52,-0.7798797252,2.3475355,4.94253975803434,0.026204,0.26197,NS,leucine rich repeat containing 52
10485,ENSMUSG00000051851,Rtl8c,-0.9987423649,-0.5106274,4.94137979853641,0.026221,0.26197,NS,retrotransposon Gag like 8C
4194,ENSMUSG00000026447,Pik3c2b,0.3072225437,4.4552704,4.93554848750968,0.02631,0.26267,NS,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
8221,ENSMUSG00000038372,Gmds,-0.7958857839,0.4641009,4.93266365539003,0.026354,0.26293,NS,"GDP-mannose 4, 6-dehydratase"
1754,ENSMUSG00000020077,Srgn,-0.3776741517,2.9854023,4.9164101985154,0.026603,0.26504,NS,serglycin
13671,ENSMUSG00000103476,Strit1,-1.1363858176,0.0500925,4.91752953208464,0.026586,0.26504,NS,small transmembrane regulator of ion transport 1
3408,ENSMUSG00000024472,Dcp2,0.3284112707,3.4693542,4.91336240964816,0.02665,0.26533,NS,decapping mRNA 2
1818,ENSMUSG00000020190,Mknk2,-0.4704019532,8.487426,4.91035368237954,0.026696,0.26558,NS,MAP kinase-interacting serine/threonine kinase 2
6396,ENSMUSG00000031792,Usb1,0.4235725572,2.6295186,4.90787360766269,0.026735,0.26558,NS,U6 snRNA biogenesis 1
12968,ENSMUSG00000087370,Tmem170b,0.2589005185,4.8277755,4.90689943977534,0.02675,0.26558,NS,transmembrane protein 170B
13578,ENSMUSG00000100975,Gm28875,-0.6772959602,0.9575578,4.90788485583133,0.026734,0.26558,NS,predicted gene 28875
11126,ENSMUSG00000058173,Smco4,0.4321109058,2.7313561,4.90391934842297,0.026796,0.26586,NS,single-pass membrane protein with coiled-coil domains 4
5119,ENSMUSG00000028630,Dyrk2,0.2801842174,5.7495064,4.90096783310971,0.026842,0.26613,NS,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
1385,ENSMUSG00000017631,Abr,-0.3558785826,3.6625995,4.89866123971386,0.026878,0.2663,NS,active BCR-related gene
6912,ENSMUSG00000033149,Phldb2,0.4065459214,3.1841229,4.89628720938643,0.026915,0.26648,NS,"pleckstrin homology like domain, family B, member 2"
13674,ENSMUSG00000103570,C630004M23Rik,0.7273003799,0.1646541,4.89291758224793,0.026967,0.26682,NS,RIKEN cDNA C630004M23 gene
1499,ENSMUSG00000018593,Sparc,0.3250033774,7.1960259,4.88606041492515,0.027074,0.26695,NS,secreted acidic cysteine rich glycoprotein
5485,ENSMUSG00000029413,Naaa,-0.4264973579,2.8093371,4.8863622577337,0.02707,0.26695,NS,N-acylethanolamine acid amidase
9737,ENSMUSG00000045896,Paip2b,-0.3327859731,7.0174774,4.88758103763115,0.027051,0.26695,NS,poly(A) binding protein interacting protein 2B
11123,ENSMUSG00000058099,Nfam1,-0.9184516642,0.5631689,4.88788671871972,0.027046,0.26695,NS,Nfat activating molecule with ITAM motif 1
12813,ENSMUSG00000085560,C230038L03Rik,-0.8258574343,-0.2499171,4.8885242008462,0.027036,0.26695,NS,RIKEN cDNA C230038L03 gene
4782,ENSMUSG00000027861,Casq2,-0.3699375496,4.6635735,4.87979820741015,0.027173,0.26774,NS,calsequestrin 2
13434,ENSMUSG00000097680,Gm26642,-0.7807001451,0.1929994,4.87837257833966,0.027195,0.26778,NS,"predicted gene, 26642"
4814,ENSMUSG00000027951,Adar,-0.4969838328,2.5562616,4.87677466559736,0.02722,0.26778,NS,"adenosine deaminase, RNA-specific"
9934,ENSMUSG00000047409,Ctdspl,-0.4723748948,2.2892709,4.87595512468648,0.027233,0.26778,NS,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like"
110,ENSMUSG00000000938,Hoxa10,0.3017941805,3.902822,4.87339367370801,0.027274,0.26781,NS,homeobox A10
5604,ENSMUSG00000029659,Medag,-0.395755441,3.1984227,4.87453151583266,0.027256,0.26781,NS,mesenteric estrogen dependent adipogenesis
13989,ENSMUSG00000110631,Gm42047,-0.5215600671,2.2021245,4.86998819751092,0.027328,0.26816,NS,"predicted gene, 42047"
3512,ENSMUSG00000024759,Atl3,-0.3010502713,3.9979721,4.86066922810613,0.027476,0.26942,NS,atlastin GTPase 3
10265,ENSMUSG00000049907,Rasl11b,0.6166290777,1.5063014,4.85804858302944,0.027517,0.26965,NS,"RAS-like, family 11, member B"
2536,ENSMUSG00000021823,Vcl,0.256210814,5.5771021,4.85602118044395,0.02755,0.26978,NS,vinculin
5946,ENSMUSG00000030681,Mvp,-0.3176484621,5.5974231,4.85476833617655,0.02757,0.26979,NS,major vault protein
8152,ENSMUSG00000038178,Slc43a2,-0.3156627004,5.0861789,4.84802209716067,0.027678,0.27066,NS,"solute carrier family 43, member 2"
4269,ENSMUSG00000026628,Atf3,-0.7978438596,3.7160597,4.84285825746126,0.027761,0.27114,NS,activating transcription factor 3
12565,ENSMUSG00000079057,Cyp4v3,-0.6454514296,1.2671167,4.84260611703034,0.027765,0.27114,NS,"cytochrome P450, family 4, subfamily v, polypeptide 3"
13385,ENSMUSG00000097392,Thoc2l,0.344297377,3.6583623,4.84043776171889,0.0278,0.2713,NS,THO complex subunit 2-like
1765,ENSMUSG00000020097,Sgpl1,-0.3975510565,3.3971355,4.83521920206454,0.027884,0.27132,NS,sphingosine phosphate lyase 1
10044,ENSMUSG00000048200,Cracr2b,-0.4613922269,2.5965319,4.83441585932022,0.027897,0.27132,NS,calcium release activated channel regulator 2B
10151,ENSMUSG00000049086,Bmyc,0.411962992,2.6144718,4.83606317579545,0.02787,0.27132,NS,brain expressed myelocytomatosis oncogene
10157,ENSMUSG00000049103,Ccr2,-0.6559404154,1.2077716,4.83672724793644,0.02786,0.27132,NS,chemokine (C-C motif) receptor 2
10848,ENSMUSG00000055322,Tns1,-0.4269171487,8.5934832,4.83528762825966,0.027883,0.27132,NS,tensin 1
3476,ENSMUSG00000024645,Timm21,0.3222426686,4.1739553,4.83065478312067,0.027958,0.27173,NS,translocase of inner mitochondrial membrane 21
1812,ENSMUSG00000020181,Nav3,0.5923205213,2.1167199,4.82844997906694,0.027994,0.27188,NS,neuron navigator 3
3426,ENSMUSG00000024524,Gnal,-0.676989646,1.0796094,4.82621139795863,0.02803,0.27188,NS,"guanine nucleotide binding protein, alpha stimulating, olfactory type"
3542,ENSMUSG00000024818,Slc25a45,-0.6283209681,0.7212504,4.82499464010189,0.02805,0.27188,NS,"solute carrier family 25, member 45"
7727,ENSMUSG00000036606,Plxnb2,-0.3156250317,3.6409192,4.82602696497212,0.028033,0.27188,NS,plexin B2
2229,ENSMUSG00000021062,Rab15,-0.5251026474,3.6379076,4.82358593170794,0.028073,0.27192,NS,"RAB15, member RAS oncogene family"
6998,ENSMUSG00000033499,Larp4b,0.2599003858,6.2419208,4.81980775416466,0.028134,0.27233,NS,"La ribonucleoprotein domain family, member 4B"
1692,ENSMUSG00000019927,Ube2d1,0.3519763188,7.1848444,4.81597928232975,0.028197,0.27257,NS,ubiquitin-conjugating enzyme E2D 1
13290,ENSMUSG00000096727,Psmb9,-0.7864572185,1.5088639,4.81689793423855,0.028182,0.27257,NS,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
10634,ENSMUSG00000053198,Prx,0.8019782639,4.8360757,4.81384728987962,0.028232,0.27272,NS,periaxin
10281,ENSMUSG00000050043,Tmx2,0.3568519279,5.0089868,4.80623673543101,0.028357,0.27375,NS,thioredoxin-related transmembrane protein 2
2173,ENSMUSG00000020922,Lsm12,0.2768772963,4.9144326,4.79837424991851,0.028487,0.27463,NS,LSM12 homolog
13551,ENSMUSG00000100235,Gm28557,-0.6969035852,1.4768485,4.79916662768505,0.028474,0.27463,NS,predicted gene 28557
5420,ENSMUSG00000029231,Pdgfra,-0.4663112793,4.0876412,4.79106400969459,0.028608,0.27561,NS,"platelet derived growth factor receptor, alpha polypeptide"
7940,ENSMUSG00000037405,Icam1,-0.6672969297,2.098841,4.78754470338959,0.028666,0.27599,NS,intercellular adhesion molecule 1
3329,ENSMUSG00000024260,Sap130,0.3652188654,3.5282298,4.78489709818387,0.02871,0.27623,NS,Sin3A associated protein
6739,ENSMUSG00000032548,Slco2a1,-0.5078411551,2.2574298,4.77304307163353,0.028909,0.27795,NS,"solute carrier organic anion transporter family, member 2a1"
5994,ENSMUSG00000030770,Parva,-0.287518345,4.0505151,4.77009201347999,0.028958,0.27824,NS,"parvin, alpha"
7784,ENSMUSG00000036864,Proser3,0.5642790145,1.9195833,4.76530562302324,0.029039,0.27867,NS,proline and serine rich 3
11327,ENSMUSG00000060244,Alyref2,0.6579282086,0.703262,4.7650796080793,0.029043,0.27867,NS,Aly/REF export factor 2
10892,ENSMUSG00000055805,Fmnl1,-0.4021219863,2.6990215,4.7610812203495,0.02911,0.27913,NS,formin-like 1
2739,ENSMUSG00000022313,Utp23,0.4863127147,2.058717,4.75933518839264,0.02914,0.27923,NS,UTP23 small subunit processome component
9279,ENSMUSG00000042505,Sdhaf3,0.3427864865,3.5482852,4.75486591925918,0.029216,0.27977,NS,succinate dehydrogenase complex assembly factor 3
340,ENSMUSG00000002504,Slc9a3r2,-0.29214153390000003,5.4568612,4.75007883817861,0.029297,0.28036,NS,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"
6287,ENSMUSG00000031558,Slit2,0.9922408114,0.476544,4.74762653229799,0.029339,0.28057,NS,slit guidance ligand 2
6953,ENSMUSG00000033319,Fem1c,0.2925404588,4.2122364,4.74292511245431,0.029419,0.28115,NS,fem 1 homolog c
3169,ENSMUSG00000023912,Slc25a27,0.3270058699,3.5223884,4.74030963764965,0.029464,0.28139,NS,"solute carrier family 25, member 27"
6502,ENSMUSG00000032006,Pdgfd,-0.6457211532,1.0897753,4.73184140884401,0.029609,0.28165,NS,"platelet-derived growth factor, D polypeptide"
9356,ENSMUSG00000042807,Hecw2,-0.5915421703,2.1706003,4.73498448586548,0.029555,0.28165,NS,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
9661,ENSMUSG00000045246,Kcng4,0.638607685,4.5043662,4.7319125879187,0.029608,0.28165,NS,"potassium voltage-gated channel, subfamily G, member 4"
9988,ENSMUSG00000047787,Flrt1,-0.8482359367,1.4289474,4.73446923430908,0.029564,0.28165,NS,fibronectin leucine rich transmembrane protein 1
11409,ENSMUSG00000061175,Fnip2,-0.4238587638,2.9411848,4.73291232594671,0.029591,0.28165,NS,folliculin interacting protein 2
11573,ENSMUSG00000063015,Ccni,-0.290297773,6.4221213,4.73645941836199,0.02953,0.28165,NS,cyclin I
1056,ENSMUSG00000011884,Gltp,-0.4050835534,2.94455,4.7292184948816,0.029654,0.28189,NS,glycolipid transfer protein
5631,ENSMUSG00000029722,Agfg2,-0.5816052043,1.8849486,4.72780746719098,0.029679,0.28194,NS,ArfGAP with FG repeats 2
5593,ENSMUSG00000029636,Wasf3,-0.783957086,-0.054254,4.72350409113042,0.029753,0.28227,NS,"WASP family, member 3"
6181,ENSMUSG00000031328,Flna,-0.2923518336,6.1355283,4.72429466971425,0.029739,0.28227,NS,"filamin, alpha"
44,ENSMUSG00000000340,Dbt,0.349207744,4.5437104,4.72046672768692,0.029806,0.28245,NS,dihydrolipoamide branched chain transacylase E2
7353,ENSMUSG00000034926,Dhcr24,0.6014000929,2.3924128,4.72013709894616,0.029811,0.28245,NS,24-dehydrocholesterol reductase
10640,ENSMUSG00000053279,Aldh1a1,-0.4058132169,6.9316354,4.71805775866855,0.029847,0.2826,NS,"aldehyde dehydrogenase family 1, subfamily A1"
388,ENSMUSG00000002847,Pla1a,-0.5377553775,1.7600026,4.71590519478398,0.029885,0.28277,NS,phospholipase A1 member A
12065,ENSMUSG00000071180,Smim15,-0.3236861485,3.5673011,4.71470553887109,0.029906,0.28278,NS,small integral membrane protein 15
10179,ENSMUSG00000049288,Lix1l,-0.4051158373,3.0192595,4.71128714487288,0.029965,0.28315,NS,Lix1-like
14059,ENSMUSG00000112739,Gm20597,1.1853539548,0.3542659,4.70685288880238,0.030043,0.2837,NS,"predicted gene, 20597"
11024,ENSMUSG00000057130,Txnl4a,0.313150499,3.6072413,4.70445980860482,0.030084,0.28391,NS,thioredoxin-like 4A
982,ENSMUSG00000009828,Cilk1,-0.3890110619,2.898647,4.69701568023106,0.030215,0.28495,NS,ciliogenesis associated kinase 1
3555,ENSMUSG00000024847,Aip,0.268341843,5.9655296,4.68981186489393,0.030342,0.28539,NS,aryl-hydrocarbon receptor-interacting protein
7603,ENSMUSG00000036062,Phf24,-0.7005240543,0.3578156,4.69175490100032,0.030308,0.28539,NS,PHD finger protein 24
11993,ENSMUSG00000070348,Ccnd1,-0.4086666234,2.7031602,4.69052610819796,0.030329,0.28539,NS,cyclin D1
12889,ENSMUSG00000086584,Gm12002,0.6393925821,0.8149053,4.69217302269951,0.0303,0.28539,NS,predicted gene 12002
2549,ENSMUSG00000021871,Gm49342,-0.9234234177,0.0290391,4.68290258656902,0.030464,0.28617,NS,"predicted gene, 49342"
10625,ENSMUSG00000053113,Socs3,-0.5577514946,1.5855214,4.68385447779287,0.030447,0.28617,NS,suppressor of cytokine signaling 3
9554,ENSMUSG00000044456,Rin3,-0.4056516815,2.6698371,4.68092085443522,0.030499,0.28631,NS,Ras and Rab interactor 3
6118,ENSMUSG00000031147,Magix,-0.3415089765,4.9584022,4.67662908027455,0.030576,0.28665,NS,"MAGI family member, X-linked"
9999,ENSMUSG00000047866,Lonp2,-0.3014820898,6.2562832,4.67745775152503,0.030561,0.28665,NS,"lon peptidase 2, peroxisomal"
14251,ENSMUSG00000118057,B020010K11Rik,-0.3662312268,3.2973875,4.67483509277397,0.030608,0.28676,NS,RIKEN cDNA B020010K11 gene
196,ENSMUSG00000001506,Col1a1,0.7816339655,5.8627324,4.67319800260241,0.030637,0.2868,NS,"collagen, type I, alpha 1"
8083,ENSMUSG00000037977,6430571L13Rik,0.3811838399,5.0248811,4.67232749838774,0.030652,0.2868,NS,RIKEN cDNA 6430571L13 gene
9187,ENSMUSG00000042115,Klhdc8a,-0.9150072137,-0.4131604,4.67083517765148,0.030679,0.28687,NS,kelch domain containing 8A
648,ENSMUSG00000005320,Fgfr4,0.6201787454,1.6550653,4.66701642187127,0.030747,0.28732,NS,fibroblast growth factor receptor 4
2596,ENSMUSG00000021974,Fgf9,-0.6834502391,0.5544722,4.65972196212675,0.030878,0.28778,NS,fibroblast growth factor 9
7219,ENSMUSG00000034422,Parp14,-0.6274680157,3.2916346,4.66126073337408,0.030851,0.28778,NS,"poly (ADP-ribose) polymerase family, member 14"
7921,ENSMUSG00000037347,Chst7,-0.6499087676,0.9570011,4.6608004187998,0.030859,0.28778,NS,carbohydrate (N-acetylglucosamino) sulfotransferase 7
8768,ENSMUSG00000040322,Slc25a24,-0.4990173066,2.1439619,4.65911985694469,0.030889,0.28778,NS,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24"
11526,ENSMUSG00000062542,Syt9,-0.9565025738,0.6334028,4.65864734843038,0.030898,0.28778,NS,synaptotagmin IX
1411,ENSMUSG00000017781,Pitpna,0.3471654926,7.0870466,4.6527819324432,0.031003,0.28817,NS,"phosphatidylinositol transfer protein, alpha"
2341,ENSMUSG00000021326,Trim27,0.2556541383,4.3341857,4.64532777517173,0.031138,0.28817,NS,tripartite motif-containing 27
2753,ENSMUSG00000022346,Myc,0.4813121283,2.1895613,4.64569596256261,0.031132,0.28817,NS,myelocytomatosis oncogene
3135,ENSMUSG00000023460,Rab12,-0.3676470576,7.2890993,4.64735939030689,0.031101,0.28817,NS,"RAB12, member RAS oncogene family"
4021,ENSMUSG00000026027,Stradb,0.2725344018,6.3284535,4.64500757243129,0.031144,0.28817,NS,STE20-related kinase adaptor beta
4625,ENSMUSG00000027470,Mylk2,-0.3851241599,10.2470156,4.64036790694593,0.031228,0.28817,NS,"myosin, light polypeptide kinase 2, skeletal muscle"
5837,ENSMUSG00000030357,Fkbp4,0.2809394773,7.2116786,4.64908345069601,0.03107,0.28817,NS,FK506 binding protein 4
6202,ENSMUSG00000031376,Atp2b3,0.3289544681,4.1446442,4.64153162140104,0.031207,0.28817,NS,"ATPase, Ca++ transporting, plasma membrane 3"
7215,ENSMUSG00000034401,Spata6,-0.5841923081,1.1663056,4.64719636018775,0.031104,0.28817,NS,spermatogenesis associated 6
10679,ENSMUSG00000053617,Sh3pxd2a,-0.2653137092,6.3632463,4.64237282213521,0.031192,0.28817,NS,SH3 and PX domains 2A
10924,ENSMUSG00000056144,Trim34a,-0.8438663956,0.3665482,4.64941730396589,0.031064,0.28817,NS,tripartite motif-containing 34A
14100,ENSMUSG00000113940,Gm40477,-0.7505895729,0.3105504,4.64976525921324,0.031058,0.28817,NS,"predicted gene, 40477"
14123,ENSMUSG00000114493,Gm47071,-0.7395758536,0.429567,4.64047720391807,0.031226,0.28817,NS,"predicted gene, 47071"
14148,ENSMUSG00000115338,Pnp,-0.4390257899,2.3383606,4.6530179006581,0.030999,0.28817,NS,purine-nucleoside phosphorylase
14203,ENSMUSG00000117069,Gm49894,-0.9129055975,-0.5098639,4.63963627887063,0.031242,0.28817,NS,"predicted gene, 49894"
1839,ENSMUSG00000020246,Hcfc2,0.2533071403,4.5497644,4.63712332900827,0.031287,0.28822,NS,host cell factor C2
4883,ENSMUSG00000028086,Fbxw7,0.2925470571,4.5128891,4.63802403868885,0.031271,0.28822,NS,F-box and WD-40 domain protein 7
10511,ENSMUSG00000052135,Foxo6,0.5318443455,1.8520123,4.62489107113923,0.031511,0.29009,NS,forkhead box O6
3323,ENSMUSG00000024247,Pkdcc,0.2740935006,6.3074313,4.62369521705047,0.031533,0.29011,NS,"protein kinase domain containing, cytoplasmic"
2877,ENSMUSG00000022584,Ly6c2,-0.6342629196,1.370834,4.62117624271684,0.03158,0.29035,NS,"lymphocyte antigen 6 complex, locus C2"
3112,ENSMUSG00000023243,Kcnk5,-0.6946448219,0.5392447,4.61041091881742,0.031778,0.29199,NS,"potassium channel, subfamily K, member 5"
1843,ENSMUSG00000020253,Ppm1m,-0.4859652245,2.1286834,4.60784853606001,0.031826,0.29223,NS,protein phosphatase 1M
10282,ENSMUSG00000050052,Tdrp,-0.318362121,3.38606,4.60679186723751,0.031846,0.29223,NS,testis development related protein
1317,ENSMUSG00000016494,Cd34,-0.2999566912,5.2633493,4.59487374823229,0.032068,0.29405,NS,CD34 antigen
1682,ENSMUSG00000019891,Dcbld1,0.6020546081,0.7946551,4.59175505031099,0.032126,0.29405,NS,"discoidin, CUB  and LCCL domain containing 1"
3986,ENSMUSG00000025937,Lactb2,0.2687039569,4.5110507,4.59301358675941,0.032103,0.29405,NS,"lactamase, beta 2"
7182,ENSMUSG00000034265,Zdhhc14,-0.5038890057,2.5130758,4.59181434082098,0.032125,0.29405,NS,"zinc finger, DHHC domain containing 14"
13475,ENSMUSG00000097974,Gm10605,0.3580372276,5.0856702,4.58838937883896,0.032189,0.29444,NS,predicted gene 10605
1297,ENSMUSG00000016239,Lonrf3,-0.9595712886,0.5149583,4.58697427952908,0.032216,0.29449,NS,LON peptidase N-terminal domain and ring finger 3
4165,ENSMUSG00000026384,Ptpn4,0.3616938316,4.5604609,4.58271245426347,0.032296,0.2947,NS,"protein tyrosine phosphatase, non-receptor type 4"
4705,ENSMUSG00000027656,Ccn5,-0.848103498,1.0615742,4.58303152083838,0.03229,0.2947,NS,cellular communication network factor 5
10901,ENSMUSG00000055884,Fancm,0.647090806,1.3017702,4.58252299729457,0.0323,0.2947,NS,"Fanconi anemia, complementation group M"
9594,ENSMUSG00000044749,Abca6,-0.5787865406,2.1571624,4.57619216060509,0.032419,0.2956,NS,"ATP-binding cassette, sub-family A (ABC1), member 6"
6552,ENSMUSG00000032122,Slc37a2,-0.7732668802,0.2719856,4.5721274380346,0.032496,0.29592,NS,"solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
10009,ENSMUSG00000047945,Marcksl1,-0.8530734924,0.2630232,4.57106161159124,0.032516,0.29592,NS,MARCKS-like 1
10922,ENSMUSG00000056124,B4galt6,-0.631300652,0.6851236,4.57277525673949,0.032484,0.29592,NS,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6"
9635,ENSMUSG00000045071,E130308A19Rik,0.4641392805,2.6072434,4.56978361219446,0.032541,0.29595,NS,RIKEN cDNA E130308A19 gene
5313,ENSMUSG00000029022,Miip,0.409629568,2.5590689,4.56466334300496,0.032638,0.29665,NS,migration and invasion inhibitory protein
8015,ENSMUSG00000037731,Themis2,-0.7617518965,0.8888539,4.56223730701146,0.032684,0.29688,NS,thymocyte selection associated family member 2
7957,ENSMUSG00000037470,Uggt1,-0.2638164869,6.1198783,4.55600391696636,0.032804,0.29759,NS,UDP-glucose glycoprotein glucosyltransferase 1
9507,ENSMUSG00000044125,9530080O11Rik,-0.699466531,0.2822736,4.55594309822071,0.032805,0.29759,NS,RIKEN cDNA 9530080O11 gene
7529,ENSMUSG00000035735,Dagla,0.4537524988,3.758886,4.55445514020079,0.032833,0.29766,NS,"diacylglycerol lipase, alpha"
3528,ENSMUSG00000024790,Sac3d1,0.3310056205,3.4461786,4.5518733581397,0.032883,0.29792,NS,SAC3 domain containing 1
4809,ENSMUSG00000027940,Tpm3,-0.5795586439,7.9001459,4.54353096646742,0.033043,0.29822,NS,"tropomyosin 3, gamma"
4869,ENSMUSG00000028062,Lamtor2,0.2552196386,5.1386406,4.5476410037213,0.032964,0.29822,NS,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
5301,ENSMUSG00000028998,Tomm7,0.2555424176,5.1436132,4.54538096221096,0.033008,0.29822,NS,translocase of outer mitochondrial membrane 7
5500,ENSMUSG00000029440,Psmd9,0.3148562949,3.8766177,4.54447363215563,0.033025,0.29822,NS,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
6587,ENSMUSG00000032239,Rp9,0.242621119,5.0844179,4.54902532609062,0.032937,0.29822,NS,retinitis pigmentosa 9 (human)
6833,ENSMUSG00000032840,Spring1,-0.3113097812,3.55858,4.54259739234553,0.033061,0.29822,NS,SREBF pathway regulator in golgi 1
9454,ENSMUSG00000043631,Ecm2,-0.3881310948,3.2202317,4.54338714299231,0.033046,0.29822,NS,"extracellular matrix protein 2, female organ and adipocyte specific"
5668,ENSMUSG00000029826,Zc3hav1,-0.3548876966,3.1407213,4.53984517763179,0.033115,0.29824,NS,"zinc finger CCCH type, antiviral 1"
5963,ENSMUSG00000030717,Nupr1,-0.4913853294,2.5129182,4.53924303328213,0.033126,0.29824,NS,nuclear protein transcription regulator 1
6425,ENSMUSG00000031841,Cdh13,0.3052476396,6.2037105,4.54047676862432,0.033102,0.29824,NS,cadherin 13
5156,ENSMUSG00000028693,Nasp,0.3236713213,3.396501,4.5361736134254,0.033186,0.2984,NS,nuclear autoantigenic sperm protein (histone-binding)
12053,ENSMUSG00000071014,Ndufb6,0.2742368566,6.4773331,4.53687389600567,0.033172,0.2984,NS,NADH:ubiquinone oxidoreductase subunit B6
4231,ENSMUSG00000026536,Ifi211,-0.8233728331,0.3020986,4.53445892510064,0.033219,0.29851,NS,interferon activated gene 211
6496,ENSMUSG00000031990,Jam3,0.4455161465,3.0306708,4.53101267861094,0.033286,0.29893,NS,junction adhesion molecule 3
6210,ENSMUSG00000031386,Hcfc1,0.2974017923,6.1025514,4.5192824792174,0.033515,0.30079,NS,host cell factor C1
3435,ENSMUSG00000024537,Psmg2,0.34266970410000003,3.8092663,4.50912587765223,0.033714,0.30164,NS,"proteasome (prosome, macropain) assembly chaperone 2"
6684,ENSMUSG00000032420,Nt5e,-0.5862208225,1.3891215,4.51237316224867,0.033651,0.30164,NS,"5' nucleotidase, ecto"
9295,ENSMUSG00000042569,Dhrs7b,0.2661484511,4.4531805,4.51057605474952,0.033686,0.30164,NS,dehydrogenase/reductase (SDR family) member 7B
11058,ENSMUSG00000057388,Mrpl18,0.2710778706,6.2290302,4.51084677969781,0.033681,0.30164,NS,mitochondrial ribosomal protein L18
12544,ENSMUSG00000078922,Tgtp1,-1.1577161547000001,2.289694,4.50928375599605,0.033711,0.30164,NS,T cell specific GTPase 1
1706,ENSMUSG00000019970,Sgk1,0.3650036712,6.2158573,4.50773215441298,0.033742,0.30169,NS,serum/glucocorticoid regulated kinase 1
1986,ENSMUSG00000020538,Srebf1,0.3669798134,5.3521247,4.50324436627057,0.033831,0.30173,NS,sterol regulatory element binding transcription factor 1
5674,ENSMUSG00000029851,Tcaf2,-0.6892277105,0.4463696,4.50389741830946,0.033818,0.30173,NS,TRPM8 channel-associated factor 2
9307,ENSMUSG00000042607,Asb4,0.3258131515,3.8961803,4.50548415728672,0.033786,0.30173,NS,ankyrin repeat and SOCS box-containing 4
12849,ENSMUSG00000085939,Cd63-ps,-0.7543005133,0.2329093,4.50529718102664,0.03379,0.30173,NS,"CD63 antigen, pseudogene"
11569,ENSMUSG00000062980,Cped1,-0.2686833662,5.2542112,4.50143099098032,0.033867,0.30186,NS,cadherin-like and PC-esterase domain containing 1
680,ENSMUSG00000005609,Ctr9,0.2647119499,4.5617293,4.49981319658635,0.033899,0.30196,NS,"CTR9 homolog, Paf1/RNA polymerase II complex component"
1148,ENSMUSG00000014599,Csf1,-0.4484552412,3.3287606,4.49728021021659,0.033949,0.30205,NS,colony stimulating factor 1 (macrophage)
4713,ENSMUSG00000027671,Actl6a,0.2831307784,3.9946181,4.49715977358702,0.033951,0.30205,NS,actin-like 6A
2638,ENSMUSG00000022074,Tnfrsf10b,-0.6956468318,0.1717573,4.49144276492086,0.034065,0.30269,NS,"tumor necrosis factor receptor superfamily, member 10b"
5576,ENSMUSG00000029603,Dtx1,-0.9990545506,-0.6147139,4.4917104389555,0.03406,0.30269,NS,"deltex 1, E3 ubiquitin ligase"
4297,ENSMUSG00000026694,Eef1aknmt,0.2786588305,3.9926781,4.48822358794254,0.034129,0.30303,NS,EEF1A lysine and N-terminal methyltransferase
13088,ENSMUSG00000090290,Tarbp1,0.2874932472,3.8388753,4.48737451425873,0.034146,0.30303,NS,TAR RNA binding protein 1
6161,ENSMUSG00000031258,Xkrx,1.075046683,-0.8681703,4.48541328756937,0.034185,0.30319,NS,"X-linked Kx blood group related, X-linked"
2514,ENSMUSG00000021773,Comtd1,0.4491176879,2.4727916,4.4751768304491,0.034391,0.3048,NS,catechol-O-methyltransferase domain containing 1
9786,ENSMUSG00000046312,Myorg,0.2915768283,7.3931293,4.47426202149959,0.034409,0.3048,NS,myogenesis regulating glycosidase (putative)
