,Ensembl,Symbol,s28mo_AR_M-s28mo_C_M_logFC,s28mo_AR_M-s28mo_C_M_logCPM,s28mo_AR_M-s28mo_C_M_LR,s28mo_AR_M-s28mo_C_M_PValue,s28mo_AR_M-s28mo_C_M_FDR,s28mo_AR_M-s28mo_C_M_Status,Description
3231,ENSMUSG00000024132,Eci1,0.0705239415,6.57631681,0.2063457962579,0.649646733605989124,0.9995149151619,NA,enoyl-Coenzyme A delta isomerase 1
3232,ENSMUSG00000024134,Six2,-0.1993918219,4.05749204,1.5156956304790,0.218272036549193305,0.9995149151619,NA,sine oculis-related homeobox 2
3233,ENSMUSG00000024135,Srbd1,-0.0731092006,2.09919074,0.0866749159890,0.768447652591559005,0.9995149151619,NA,S1 RNA binding domain 1
3234,ENSMUSG00000024136,Dnase1l2,0.1057404150,-0.15385216,0.0745839833226,0.784775821343614677,0.9995149151619,NA,deoxyribonuclease 1-like 2
3235,ENSMUSG00000024137,E4f1,-0.1685996643,4.07392534,1.3961586324647,0.237367801047148497,0.9995149151619,NA,E4F transcription factor 1
3236,ENSMUSG00000024140,Epas1,0.1492868346,6.92241450,1.0879123440287,0.296934229213995482,0.9995149151619,NA,endothelial PAS domain protein 1
3237,ENSMUSG00000024142,Mlst8,-0.1337371228,3.99524023,0.7859408108854,0.375330364304896857,0.9995149151619,NA,"MTOR associated protein, LST8 homolog (S. cerevisiae)"
3238,ENSMUSG00000024143,Rhoq,-0.1145374273,7.31481354,0.7253875993648,0.394382344939127272,0.9995149151619,NA,ras homolog family member Q
3239,ENSMUSG00000024145,Pigf,-0.0977826147,2.75185565,0.2282757986489,0.632805255341534978,0.9995149151619,NA,"phosphatidylinositol glycan anchor biosynthesis, class F"
3240,ENSMUSG00000024146,Cript,0.0024711665,4.30514103,0.0003636992629,0.984784544889164670,0.9995149151619,NA,cysteine-rich PDZ-binding protein
3241,ENSMUSG00000024150,Mcfd2,0.0679908297,4.44391764,0.3101196929000,0.577606746290259432,0.9995149151619,NA,multiple coagulation factor deficiency 2
3242,ENSMUSG00000024151,Msh2,-0.0345354777,3.98231723,0.0697387978923,0.791717470119854494,0.9995149151619,NA,mutS homolog 2
3243,ENSMUSG00000024158,Hagh,-0.0906120648,5.17932630,0.5807454786888,0.446020265363888335,0.9995149151619,NA,hydroxyacyl glutathione hydrolase
3244,ENSMUSG00000024160,Spsb3,0.0120768898,5.04153767,0.0078385238631,0.929451119100291656,0.9995149151619,NA,splA/ryanodine receptor domain and SOCS box containing 3
3245,ENSMUSG00000024163,Mapk8ip3,-0.0318386527,5.74925977,0.0726064152433,0.787578969616486546,0.9995149151619,NA,mitogen-activated protein kinase 8 interacting protein 3
3247,ENSMUSG00000024165,Jpt2,-0.0180818791,2.34028489,0.0063828888929,0.936322369948089483,0.9995149151619,NA,Jupiter microtubule associated homolog 2
3248,ENSMUSG00000024168,Tmem204,0.1511488907,3.59930073,0.7740800360955,0.378957812487381862,0.9995149151619,NA,transmembrane protein 204
3249,ENSMUSG00000024169,Ift140,0.0343081249,2.32540238,0.0235451532347,0.878047912075975434,0.9995149151619,NA,intraflagellar transport 140
3250,ENSMUSG00000024170,Telo2,-0.1311157368,2.90902520,0.4443091253955,0.505049923324393468,0.9995149151619,NA,telomere maintenance 2
3251,ENSMUSG00000024173,Tpsab1,0.5692281993,0.20114231,1.2117348419825,0.270988812855212036,0.9995149151619,NA,tryptase alpha/beta 1
3252,ENSMUSG00000024174,Pot1b,-0.0937911656,0.63476502,0.0877971826502,0.766996485410880613,0.9995149151619,NA,protection of telomeres 1B
3253,ENSMUSG00000024177,Nme4,-0.1073115076,0.97330952,0.1347523530094,0.713554644675480576,0.9995149151619,NA,NME/NM23 nucleoside diphosphate kinase 4
3254,ENSMUSG00000024180,Pgap6,0.1200758820,1.22561098,0.1849014926004,0.667194378684513700,0.9995149151619,NA,post-glycosylphosphatidylinositol attachment to proteins 6
3255,ENSMUSG00000024181,Mrpl28,0.0338021931,5.22654691,0.0758638800538,0.782982837213486271,0.9995149151619,NA,mitochondrial ribosomal protein L28
3256,ENSMUSG00000024182,Axin1,-0.0078907717,4.58917914,0.0041276330306,0.948773826602806403,0.9995149151619,NA,axin 1
3257,ENSMUSG00000024186,Rgs11,0.1871428129,1.17059966,0.2674034485709,0.605078903232538767,0.9995149151619,NA,regulator of G-protein signaling 11
3258,ENSMUSG00000024187,Fam234a,0.0646273476,6.02862500,0.2731168940672,0.601248555641804239,0.9995149151619,NA,"family with sequence similarity 234, member A"
3259,ENSMUSG00000024188,Luc7l,-0.0513907968,4.53396223,0.1390693064058,0.709208006136183955,0.9995149151619,NA,Luc7-like
3260,ENSMUSG00000024190,Dusp1,0.2556541795,5.88403701,2.9545545564677,0.085635901321467922,0.9995149151619,NA,dual specificity phosphatase 1
3261,ENSMUSG00000024191,Bnip1,-0.0484415253,3.96829080,0.1250793721223,0.723589489281530662,0.9995149151619,NA,BCL2/adenovirus E1B interacting protein 1
3262,ENSMUSG00000024193,Phf1,0.0516324930,4.38137020,0.1688618049471,0.681125344852756331,0.9995149151619,NA,PHD finger protein 1
3263,ENSMUSG00000024194,Cuta,-0.0450146901,5.02744979,0.1256739403512,0.722960303991886377,0.9995149151619,NA,cutA divalent cation tolerance homolog
3264,ENSMUSG00000024197,Plin3,0.1755591094,4.46932905,1.6690783997470,0.196382020689714193,0.9995149151619,NA,perilipin 3
3265,ENSMUSG00000024201,Kdm4b,-0.1390637247,5.03685229,1.3883424662244,0.238685216915435483,0.9995149151619,NA,lysine (K)-specific demethylase 4B
3266,ENSMUSG00000024206,Rfx2,0.3701053165,1.63620613,1.6975198149403,0.192612650889141868,0.9995149151619,NA,"regulatory factor X, 2 (influences HLA class II expression)"
3267,ENSMUSG00000024208,Uqcc2,-0.0926176948,6.44869052,0.4674781063690,0.494149651018454317,0.9995149151619,NA,ubiquinol-cytochrome c reductase complex assembly factor 2
3268,ENSMUSG00000024210,Ip6k3,-0.1005338989,5.35020301,0.5996259751850,0.438720769081871853,0.9995149151619,NA,inositol hexaphosphate kinase 3
3269,ENSMUSG00000024212,Mllt1,-0.1100922384,4.99560624,0.8800946217129,0.348175764603899152,0.9995149151619,NA,myeloid/lymphoid or mixed-lineage leukemia
3270,ENSMUSG00000024213,Nudt3,-0.1795789922,7.04216260,2.0748016519022,0.149749406033274274,0.9995149151619,NA,nudix (nucleotide diphosphate linked moiety X)-type motif 3
3271,ENSMUSG00000024217,Snrpc,-0.0517317530,4.46510887,0.1677079200771,0.682156937268569630,0.9995149151619,NA,U1 small nuclear ribonucleoprotein C
3272,ENSMUSG00000024218,Taf11,0.0153085994,4.10794672,0.0143714198160,0.904577529197648000,0.9995149151619,NA,TATA-box binding protein associated factor 11
3273,ENSMUSG00000024219,Anks1,-0.0611151635,3.95678949,0.1660594036977,0.683637952684874373,0.9995149151619,NA,ankyrin repeat and SAM domain containing 1
3274,ENSMUSG00000024220,Zfp523,-0.1115196637,4.37157956,0.7439089861872,0.388411560601167105,0.9995149151619,NA,zinc finger protein 523
3275,ENSMUSG00000024222,Fkbp5,0.5113348123,6.75771383,2.6568929244767,0.103101955695854744,0.9995149151619,NA,FK506 binding protein 5
3276,ENSMUSG00000024228,Nudt12,0.2180525205,2.64923837,1.0866596640231,0.297212506138454291,0.9995149151619,NA,nudix (nucleoside diphosphate linked moiety X)-type motif 12
3277,ENSMUSG00000024231,Cul2,-0.0023893276,5.49047040,0.0004253299842,0.983545970337309394,0.9995149151619,NA,cullin 2
3278,ENSMUSG00000024232,Bambi,-0.3860399150,-0.30110662,0.7070710966339,0.400417854890768643,0.9995149151619,NA,BMP and activin membrane-bound inhibitor
3279,ENSMUSG00000024234,Mtpap,-0.0242885090,3.79815070,0.0242243769575,0.876315356930558509,0.9995149151619,NA,mitochondrial poly(A) polymerase
3280,ENSMUSG00000024235,Map3k8,0.1338746276,0.73759419,0.1520735447699,0.696561628263991817,0.9995149151619,NA,mitogen-activated protein kinase kinase kinase 8
3281,ENSMUSG00000024236,Svil,-0.0030426304,8.79660959,0.0005012068573,0.982138732027586392,0.9995149151619,NA,supervillin
3282,ENSMUSG00000024238,Zeb1,0.0216472493,5.46226126,0.0291061897840,0.864534080921900983,0.9995149151619,NA,zinc finger E-box binding homeobox 1
3283,ENSMUSG00000024240,Epc1,-0.0030655333,4.51872892,0.0005835507063,0.980727541291773863,0.9995149151619,NA,enhancer of polycomb homolog 1
3284,ENSMUSG00000024241,Sos1,0.0001262738,4.48156414,0.0000010087091,0.999198648662811495,0.9995149151619,NA,SOS Ras/Rac guanine nucleotide exchange factor 1
3285,ENSMUSG00000024242,Map4k3,0.1504572485,4.55495447,1.2405379122884,0.265367410192710651,0.9995149151619,NA,mitogen-activated protein kinase kinase kinase kinase 3
3286,ENSMUSG00000024246,Thumpd2,0.2567471221,1.30177171,0.8839310504732,0.347127252202221126,0.9995149151619,NA,THUMP domain containing 2
3287,ENSMUSG00000024247,Pkdcc,0.0322284996,6.38917720,0.0716113640618,0.789004923722438911,0.9995149151619,NA,"protein kinase domain containing, cytoplasmic"
3288,ENSMUSG00000024248,Cox7a2l,-0.0791800983,6.56353518,0.4068057831280,0.523595232294625901,0.9995149151619,NA,cytochrome c oxidase subunit 7A2 like
3289,ENSMUSG00000024251,Thada,-0.1347474683,2.64933014,0.4165608270711,0.518658132373995717,0.9995149151619,NA,thyroid adenoma associated
3290,ENSMUSG00000024253,Dync2li1,0.1403207785,0.85086313,0.2233511404637,0.636498295249329660,0.9995149151619,NA,dynein cytoplasmic 2 light intermediate chain 1
3291,ENSMUSG00000024258,Polr2d,-0.1274527769,2.74728207,0.3647506938440,0.545879586881918066,0.9995149151619,NA,polymerase (RNA) II (DNA directed) polypeptide D
3292,ENSMUSG00000024259,Slc25a46,0.1487197840,5.55615529,1.6112917239929,0.204310320550737806,0.9995149151619,NA,"solute carrier family 25, member 46"
3293,ENSMUSG00000024260,Sap130,-0.0445803315,3.65367794,0.0627983941795,0.802126414490695328,0.9995149151619,NA,Sin3A associated protein
3294,ENSMUSG00000024269,Tpgs2,0.0453444509,2.34095823,0.0338723654832,0.853978571820804833,0.9995149151619,NA,tubulin polyglutamylase complex subunit 2
3295,ENSMUSG00000024270,Slc39a6,0.1267804915,1.55190785,0.1754264072822,0.675333539055287146,0.9995149151619,NA,"solute carrier family 39 (metal ion transporter), member 6"
3296,ENSMUSG00000024271,Elp2,-0.0096512889,4.24564299,0.0051692818163,0.942683306330478810,0.9995149151619,NA,elongator acetyltransferase complex subunit 2
3298,ENSMUSG00000024274,Zscan30,0.2523364072,-0.03633869,0.3484433159383,0.554995656627646383,0.9995149151619,NA,zinc finger and SCAN domain containing 30
3299,ENSMUSG00000024276,Zfp397,-0.0816294609,4.43432015,0.4059470319755,0.524033833398175108,0.9995149151619,NA,zinc finger protein 397
3300,ENSMUSG00000024277,Mapre2,0.0398067295,5.36124740,0.1064570460358,0.744214364724636868,0.9995149151619,NA,"microtubule-associated protein, RP/EB family, member 2"
3301,ENSMUSG00000024283,Wac,0.0362811132,4.91702083,0.0921015446957,0.761522286324426756,0.9995149151619,NA,WW domain containing adaptor with coiled-coil
3302,ENSMUSG00000024286,Ccny,0.0311044376,6.57138166,0.0688857232739,0.792966127368714746,0.9995149151619,NA,cyclin Y
3303,ENSMUSG00000024287,Thoc1,0.0055859942,4.15655758,0.0018031859239,0.966128860112858701,0.9995149151619,NA,THO complex 1
3304,ENSMUSG00000024290,Rock1,0.1169563285,3.72003694,0.5764641230997,0.447701618838450555,0.9995149151619,NA,Rho-associated coiled-coil containing protein kinase 1
3305,ENSMUSG00000024292,Cyp4f14,0.4643841478,-0.73359412,0.4708188589510,0.492610696178418017,0.9995149151619,NA,"cytochrome P450, family 4, subfamily f, polypeptide 14"
3306,ENSMUSG00000024293,Esco1,0.0485568938,3.60212852,0.0909334585579,0.762993793679038412,0.9995149151619,NA,establishment of sister chromatid cohesion N-acetyltransferase 1
3307,ENSMUSG00000024294,Mib1,0.0045378958,7.50158267,0.0009218966992,0.975777750877122374,0.9995149151619,NA,mindbomb E3 ubiquitin protein ligase 1
3308,ENSMUSG00000024298,Zfp871,0.0211901176,4.13006252,0.0266945853359,0.870215488070264720,0.9995149151619,NA,zinc finger protein 871
3309,ENSMUSG00000024299,Adamts10,0.1472510044,2.88859905,0.4652807925622,0.495166273837940818,0.9995149151619,NA,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 10"
3310,ENSMUSG00000024300,Myo1f,0.5558537025,0.23490601,2.3795575149532,0.122932362857452224,0.9995149151619,NA,myosin IF
3312,ENSMUSG00000024302,Dtna,-0.0795723116,6.44714851,0.4105036929565,0.521713961382752056,0.9995149151619,NA,dystrobrevin alpha
3314,ENSMUSG00000024308,Tapbp,0.0493406761,4.34545870,0.1337212419176,0.714604504847047850,0.9995149151619,NA,TAP binding protein
3315,ENSMUSG00000024309,Pfdn6,-0.0820448325,4.96766939,0.5019262211515,0.478654977886474431,0.9995149151619,NA,prefoldin subunit 6
3316,ENSMUSG00000024312,Wdr46,-0.2441813428,3.73237484,2.5227972013827,0.112211380507548350,0.9995149151619,NA,WD repeat domain 46
3317,ENSMUSG00000024317,Rnf138,0.1917450933,2.01861762,0.6023454586349,0.437684524093777394,0.9995149151619,NA,ring finger protein 138
3318,ENSMUSG00000024319,Vps52,-0.0403411616,5.23486429,0.1151123428699,0.734397226490901778,0.9995149151619,NA,VPS52 GARP complex subunit
3319,ENSMUSG00000024325,Ring1,-0.1473049083,4.28050818,1.1195516493594,0.290015015906644469,0.9995149151619,NA,ring finger protein 1
3320,ENSMUSG00000024327,Slc39a7,-0.0378777950,5.81887639,0.1141145650712,0.735507523623540549,0.9995149151619,NA,"solute carrier family 39 (zinc transporter), member 7"
3321,ENSMUSG00000024330,Col11a2,0.0659495057,3.44544151,0.1552123388204,0.693603208958940565,0.9995149151619,NA,"collagen, type XI, alpha 2"
3322,ENSMUSG00000024335,Brd2,-0.0925536791,7.14576001,0.4981155644344,0.480329299088425421,0.9995149151619,NA,bromodomain containing 2
3323,ENSMUSG00000024338,Psmb8,-0.1496247761,2.31120545,0.3994588414569,0.527368866041507234,0.9995149151619,NA,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"
3324,ENSMUSG00000024339,Tap2,-0.0951268457,3.56155719,0.3859656943008,0.534427663898759731,0.9995149151619,NA,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
3325,ENSMUSG00000024346,Pfdn1,-0.0831032636,5.80254681,0.4369341831647,0.508605918464887563,0.9995149151619,NA,prefoldin 1
3326,ENSMUSG00000024349,Sting1,-0.0916356150,0.43375377,0.0717535033306,0.788800584288712248,0.9995149151619,NA,stimulator of interferon response cGAMP interactor 1
3327,ENSMUSG00000024350,Dnajc18,0.0640153087,4.50258348,0.2898247319626,0.590332868033261016,0.9995149151619,NA,DnaJ heat shock protein family (Hsp40) member C18
3328,ENSMUSG00000024352,Spata24,-0.3002814238,1.45335324,1.1752590507808,0.278323276246547791,0.9995149151619,NA,spermatogenesis associated 24
3329,ENSMUSG00000024357,Sil1,-0.1359787952,4.11941006,0.9554215301773,0.328343122051153846,0.9995149151619,NA,endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)
3330,ENSMUSG00000024359,Hspa9,0.0125192445,8.87095297,0.0105379181069,0.918237295790246044,0.9995149151619,NA,heat shock protein 9
3331,ENSMUSG00000024360,Etf1,-0.0285092868,6.92655701,0.0582429542454,0.809294889006466178,0.9995149151619,NA,eukaryotic translation termination factor 1
3332,ENSMUSG00000024369,Nelfe,-0.1622377602,3.13625504,0.7387984221972,0.390046058384051486,0.9995149151619,NA,"negative elongation factor complex member E, Rdbp"
3333,ENSMUSG00000024370,Cdc23,0.0009172245,3.97535144,0.0000470361737,0.994527917333033362,0.9995149151619,NA,CDC23 cell division cycle 23
3334,ENSMUSG00000024371,C2,0.3824310547,1.16264139,1.5708699295472,0.210080723826612664,0.9995149151619,NA,complement component 2 (within H-2S)
3335,ENSMUSG00000024376,Epb41l4a,-0.3502282134,1.13556663,1.5977630600533,0.206220506012844390,0.9995149151619,NA,erythrocyte membrane protein band 4.1 like 4a
3336,ENSMUSG00000024378,Stard4,-0.0980465549,1.15248571,0.1118243154980,0.738076661476516405,0.9995149151619,NA,StAR-related lipid transfer (START) domain containing 4
3337,ENSMUSG00000024381,Bin1,-0.1259522279,9.65698359,0.9663007677077,0.325604492750701136,0.9995149151619,NA,bridging integrator 1
3338,ENSMUSG00000024382,Ercc3,-0.0904304344,3.61273947,0.3199105353967,0.571661414858651629,0.9995149151619,NA,"excision repair cross-complementing rodent repair deficiency, complementation group 3"
3339,ENSMUSG00000024383,Map3k2,0.1407001337,3.35148595,0.5558063995161,0.455954860057016298,0.9995149151619,NA,mitogen-activated protein kinase kinase kinase 2
3340,ENSMUSG00000024384,Iws1,-0.0448107258,4.70187867,0.1404115484254,0.707872219816471748,0.9995149151619,NA,"IWS1, SUPT6 interacting protein"
3341,ENSMUSG00000024387,Csnk2b,-0.1172885255,5.66510499,1.0097994727547,0.314950883921752522,0.9995149151619,NA,"casein kinase 2, beta polypeptide"
3342,ENSMUSG00000024392,Bag6,-0.1384946080,7.79782480,1.3260007841655,0.249517930472690996,0.9995149151619,NA,BCL2-associated athanogene 6
3343,ENSMUSG00000024393,Prrc2a,-0.0365077367,7.38331664,0.0820928487675,0.774481028954122630,0.9995149151619,NA,proline-rich coiled-coil 2A
3344,ENSMUSG00000024395,Lims2,0.1430477704,4.25091702,1.0854305010404,0.297485884386053556,0.9995149151619,NA,LIM and senescent cell antigen like domains 2
3345,ENSMUSG00000024400,Wdr33,0.0256037560,5.36759066,0.0505592893254,0.822092910939585142,0.9995149151619,NA,WD repeat domain 33
3346,ENSMUSG00000024403,Atp6v1g2,-0.3174956979,0.20222087,0.8069508541753,0.369023269882920169,0.9995149151619,NA,"ATPase, H+ transporting, lysosomal V1 subunit G2"
3347,ENSMUSG00000024404,Riok3,-0.1281732612,7.55597092,1.1486386458312,0.283834310113415200,0.9995149151619,NA,RIO kinase 3
3348,ENSMUSG00000024410,Rmc1,0.1643025309,3.32374298,0.8951094157981,0.344096450207665161,0.9995149151619,NA,regulator of MON1-CCZ1
3349,ENSMUSG00000024411,Aqp4,0.1453815271,3.46718016,0.2426589619173,0.622292233870835543,0.9995149151619,NA,aquaporin 4
3350,ENSMUSG00000024413,Npc1,0.1059202072,5.88752261,0.2283618178500,0.632741185178452459,0.9995149151619,NA,NPC intracellular cholesterol transporter 1
3351,ENSMUSG00000024414,Mrpl27,-0.0348649458,4.00853556,0.0645727699294,0.799409243638513289,0.9995149151619,NA,mitochondrial ribosomal protein L27
3352,ENSMUSG00000024420,Zfp521,-0.0370066506,3.92094807,0.0570568693999,0.811209647267477241,0.9995149151619,NA,zinc finger protein 521
3353,ENSMUSG00000024421,Lama3,0.5283631191,0.58267080,2.2514328642915,0.133490745768820362,0.9995149151619,NA,"laminin, alpha 3"
3354,ENSMUSG00000024422,Dhx16,0.0085204783,4.26210726,0.0046777399810,0.945471993619263928,0.9995149151619,NA,DEAH (Asp-Glu-Ala-His) box polypeptide 16
3355,ENSMUSG00000024423,Impact,-0.1966877607,4.33321475,1.2744747740114,0.258928890890540053,0.9995149151619,NA,"impact, RWD domain protein"
3356,ENSMUSG00000024424,Ttc39c,0.3544513480,1.55330842,1.7364779756738,0.187585709963553393,0.9995149151619,NA,tetratricopeptide repeat domain 39C
3357,ENSMUSG00000024425,Ndfip1,-0.0568750215,5.95690666,0.2489327459076,0.617827568345328149,0.9995149151619,NA,Nedd4 family interacting protein 1
3358,ENSMUSG00000024426,Atat1,-0.1096275950,1.39760593,0.1724272529460,0.677963579353639489,0.9995149151619,NA,alpha tubulin acetyltransferase 1
3359,ENSMUSG00000024427,Spry4,0.3558302564,1.37152400,1.4652486667931,0.226096845845176031,0.9995149151619,NA,sprouty RTK signaling antagonist 4
3360,ENSMUSG00000024429,Gnl1,-0.0540790688,5.30047902,0.2200357377863,0.639012689323098515,0.9995149151619,NA,guanine nucleotide binding protein-like 1
3361,ENSMUSG00000024431,Nr3c1,0.0697303204,6.43418755,0.3102340120979,0.577536621674184625,0.9995149151619,NA,"nuclear receptor subfamily 3, group C, member 1"
3362,ENSMUSG00000024436,Mrps18b,-0.1315631991,4.86186091,1.3195827979974,0.250666939119107646,0.9995149151619,NA,mitochondrial ribosomal protein S18B
3363,ENSMUSG00000024437,Gm8615,0.2676139330,-0.02190952,0.5807599273536,0.446014607749885439,0.9995149151619,NA,predicted pseudogene 8615
3364,ENSMUSG00000024440,Pcdh12,0.2898435148,1.60244828,1.0354942182436,0.308871717954740110,0.9995149151619,NA,protocadherin 12
3365,ENSMUSG00000024442,Dele1,-0.0992024736,6.42657646,0.7300871888745,0.392854928645525792,0.9995149151619,NA,DAP3 binding cell death enhancer 1
3366,ENSMUSG00000024446,Rpp21,-0.0554682874,3.08810190,0.0598918705055,0.806666925234601484,0.9995149151619,NA,ribonuclease P 21 subunit
3367,ENSMUSG00000024451,Arap3,-0.0005098445,3.94838595,0.0000130712731,0.997115317238018939,0.9995149151619,NA,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
3368,ENSMUSG00000024454,Hdac3,-0.0105537261,5.76955620,0.0066117461648,0.935193318387721018,0.9995149151619,NA,histone deacetylase 3
3369,ENSMUSG00000024456,Diaph1,0.2164977092,7.15931292,2.7542009209719,0.096999269032326918,0.9995149151619,NA,diaphanous related formin 1
3370,ENSMUSG00000024457,Trim26,-0.1103642963,5.04921430,0.8562920655003,0.354778415264032088,0.9995149151619,NA,tripartite motif-containing 26
3371,ENSMUSG00000024462,Gabbr1,0.1640267806,3.34461498,0.7991439742684,0.371349430427884875,0.9995149151619,NA,"gamma-aminobutyric acid (GABA) B receptor, 1"
3372,ENSMUSG00000024471,Myot,-0.0250373575,10.25784415,0.0415503452490,0.838479300977270414,0.9995149151619,NA,myotilin
3373,ENSMUSG00000024472,Dcp2,0.0567556341,3.35607932,0.1202368555303,0.728777742497383807,0.9995149151619,NA,decapping mRNA 2
3374,ENSMUSG00000024474,Ik,-0.0423180035,5.98693956,0.1453189609230,0.703049476207433410,0.9995149151619,NA,IK cytokine
3375,ENSMUSG00000024477,Pggt1b,0.0434287895,4.52542336,0.1303570789199,0.718062094234218518,0.9995149151619,NA,"protein geranylgeranyltransferase type I, beta subunit"
3376,ENSMUSG00000024480,Ap3s1,-0.0743171692,2.79656222,0.1322193234838,0.716141975669284281,0.9995149151619,NA,"adaptor-related protein complex 3, sigma 1 subunit"
3377,ENSMUSG00000024481,Lvrn,0.3575367345,2.96999236,1.9836316732277,0.159008339792341385,0.9995149151619,NA,laeverin
3378,ENSMUSG00000024483,Ankhd1,0.0357805737,5.33600965,0.0909084743600,0.763025380085463167,0.9995149151619,NA,ankyrin repeat and KH domain containing 1
3379,ENSMUSG00000024486,Hbegf,-0.0820179842,4.53252587,0.3629953256484,0.546847396103724348,0.9995149151619,NA,heparin-binding EGF-like growth factor
3380,ENSMUSG00000024487,Yipf5,0.1104938460,3.33056225,0.4004800753488,0.526841430097942931,0.9995149151619,NA,"Yip1 domain family, member 5"
3381,ENSMUSG00000024491,Rbm27,0.0757098416,3.44369950,0.2243857249461,0.635718343884998927,0.9995149151619,NA,RNA binding motif protein 27
3382,ENSMUSG00000024493,Lars,-0.0226971415,5.78574254,0.0348381262140,0.851935263486570782,0.9995149151619,NA,leucyl-tRNA synthetase
3383,ENSMUSG00000024498,Tcerg1,-0.0233619018,4.85264734,0.0403703225169,0.840758256506859203,0.9995149151619,NA,transcription elongation regulator 1 (CA150)
3384,ENSMUSG00000024501,Dpysl3,0.2699717634,2.16233068,1.1864465848647,0.276047495786792940,0.9995149151619,NA,dihydropyrimidinase-like 3
3385,ENSMUSG00000024505,Dtwd2,-0.1165408426,1.78286051,0.2131186879262,0.644333912915752371,0.9995149151619,NA,DTW domain containing 2
3387,ENSMUSG00000024513,Mbd2,-0.0591534613,5.50233412,0.2424657912548,0.622430835321171050,0.9995149151619,NA,methyl-CpG binding domain protein 2
3388,ENSMUSG00000024515,Smad4,-0.1373362837,5.60835800,1.3529835139313,0.244757211364165506,0.9995149151619,NA,SMAD family member 4
3389,ENSMUSG00000024516,Sec11c,0.0853211732,3.67963345,0.3725147952495,0.541636670239469153,0.9995149151619,NA,"SEC11 homolog C, signal peptidase complex subunit"
3390,ENSMUSG00000024524,Gnal,-0.2585757482,1.24291095,0.5131673259903,0.473770950069526908,0.9995149151619,NA,"guanine nucleotide binding protein, alpha stimulating, olfactory type"
3391,ENSMUSG00000024525,Impa2,0.4884943260,2.63877265,2.8600857231211,0.090802659311098585,0.9995149151619,NA,inositol monophosphatase 2
3393,ENSMUSG00000024527,Afg3l2,0.0201614531,6.73485505,0.0253118206437,0.873592537849281592,0.9995149151619,NA,AFG3-like AAA ATPase 2
3394,ENSMUSG00000024528,Srfbp1,-0.0480138516,3.62640324,0.0971547648155,0.755271119003361635,0.9995149151619,NA,serum response factor binding protein 1
3396,ENSMUSG00000024533,Spire1,-0.1164680470,3.59089428,0.5589171700713,0.454696860462646013,0.9995149151619,NA,spire type actin nucleation factor 1
3397,ENSMUSG00000024534,Sncaip,0.2035612072,1.50327872,0.5686592201612,0.450792198976069203,0.9995149151619,NA,"synuclein, alpha interacting protein (synphilin)"
3398,ENSMUSG00000024535,Snx24,0.0009930962,2.90693104,0.0000250746104,0.996004645277322576,0.9995149151619,NA,sorting nexing 24
3399,ENSMUSG00000024537,Psmg2,-0.0428119536,3.58463242,0.0757865609563,0.783090688362948928,0.9995149151619,NA,"proteasome (prosome, macropain) assembly chaperone 2"
3400,ENSMUSG00000024538,Ppic,0.1790015102,3.15744220,0.8882403709847,0.345954596490844590,0.9995149151619,NA,peptidylprolyl isomerase C
3401,ENSMUSG00000024539,Ptpn2,0.0161350645,3.26800845,0.0082932334408,0.927439201359308352,0.9995149151619,NA,"protein tyrosine phosphatase, non-receptor type 2"
3402,ENSMUSG00000024542,Cep192,-0.1050897766,1.17066499,0.1506130285682,0.697950213323745627,0.9995149151619,NA,centrosomal protein 192
3403,ENSMUSG00000024544,Ldlrad4,0.1750476280,5.15699659,2.0303903940739,0.154180998398380287,0.9995149151619,NA,low density lipoprotein receptor class A domain containing 4
3404,ENSMUSG00000024548,Setbp1,0.0762271994,3.85635950,0.2388651723613,0.625026951107748863,0.9995149151619,NA,SET binding protein 1
3405,ENSMUSG00000024556,Me2,-0.1823971815,2.02095049,0.5023787055551,0.478456800144813899,0.9995149151619,NA,"malic enzyme 2, NAD(+)-dependent, mitochondrial"
3407,ENSMUSG00000024560,Cxxc1,0.0577543501,4.28980996,0.2011977561014,0.653755783897116305,0.9995149151619,NA,CXXC finger 1 (PHD domain)
3408,ENSMUSG00000024561,Mbd1,-0.1174410813,4.64182717,0.9244558151457,0.336307734161380434,0.9995149151619,NA,methyl-CpG binding domain protein 1
3409,ENSMUSG00000024563,Smad2,0.0652968411,3.81530197,0.2057824839847,0.650093326620929668,0.9995149151619,NA,SMAD family member 2
3410,ENSMUSG00000024566,Atp9b,-0.0479565631,4.83353641,0.1441964313445,0.704144325127231685,0.9995149151619,NA,"ATPase, class II, type 9B"
3411,ENSMUSG00000024570,Rbfa,-0.0633824936,4.81024689,0.2531423924453,0.614871062397427504,0.9995149151619,NA,ribosome binding factor A
3412,ENSMUSG00000024571,Naa12,-0.2063357508,5.83917321,3.2117232832698,0.073112441624274410,0.9995149151619,NA,"N(alpha)-acetyltransferase 12, NatA catalytic subunit"
3413,ENSMUSG00000024576,Csnk1a1,-0.0194586126,7.51132429,0.0280985309560,0.866877386311511122,0.9995149151619,NA,"casein kinase 1, alpha 1"
