,Ensembl,Symbol,s22mo_AR_M-s06mo_AR_M_logFC,s22mo_AR_M-s06mo_AR_M_logCPM,s22mo_AR_M-s06mo_AR_M_LR,s22mo_AR_M-s06mo_AR_M_PValue,s22mo_AR_M-s06mo_AR_M_FDR,s22mo_AR_M-s06mo_AR_M_Status,Description
13281,ENSMUSG00000092569,Gm20544,0.418315248,1.2017442,2.715457737315,0.09938045927183252,0.5432016900449486,NA,predicted gene 20544
764,ENSMUSG00000006301,Tmbim1,0.197406084,5.672277,2.711424510891,0.099631987292093993,0.5434437699567629,NA,transmembrane BAX inhibitor motif containing 1
3112,ENSMUSG00000023150,Ivns1abp,0.232522883,7.5132522,2.708832386036,0.09979400936892156,0.5435200287413945,NA,influenza virus NS1A binding protein
7745,ENSMUSG00000036492,Rnf39,0.741674556,-0.5796851,2.708286417824,0.09982817205757064,0.5435200287413945,NA,ring finger protein 39
9042,ENSMUSG00000041187,Prkd2,0.337847441,2.7050434,2.708179963719,0.0998348346628331,0.5435200287413945,NA,protein kinase D2
10039,ENSMUSG00000047648,Fbxo30,0.224017748,3.9928829,2.708760134566,0.09979852960325708,0.5435200287413945,NA,F-box protein 30
12385,ENSMUSG00000074218,Cox7a1,-0.331452104,7.7151912,2.709152738452,0.09977397000632147,0.5435200287413945,NA,cytochrome c oxidase subunit 7A1
13041,ENSMUSG00000087221,BC037032,-0.351044138,2.7363115,2.705646666869,0.09999352857961,0.544178094830563,NA,cDNA Sequence BC037032
1576,ENSMUSG00000019143,Hars2,-0.209975851,4.0988253,2.704784358933,0.10004760917158592,0.544227044520146,NA,histidyl-tRNA synthetase 2
12281,ENSMUSG00000073147,5031425E22Rik,0.236130054,4.7384974,2.704297327009,0.10007816803115618,0.544227044520146,NA,RIKEN cDNA 5031425E22 gene
6493,ENSMUSG00000031917,Nip7,0.245949035,3.1798746,2.701222826295,0.10027131331796212,0.5450713741337957,NA,"NIP7, nucleolar pre-rRNA processing protein"
12861,ENSMUSG00000085105,Gm12758,0.203344442,4.4606544,2.700051373834,0.10034501302107902,0.5452660091995114,NA,predicted gene 12758
502,ENSMUSG00000003762,Coq8b,0.386878779,1.7164125,2.695303657477,0.10064431308171239,0.5452731707747785,NA,coenzyme Q8B
3017,ENSMUSG00000022893,Adamts1,-0.290403469,5.5918299,2.695758571084,0.10061559273517288,0.5452731707747785,NA,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1"
3233,ENSMUSG00000024043,Arhgap28,-0.513871943,0.2698075,2.6972899915,0.10051897440090414,0.5452731707747785,NA,Rho GTPase activating protein 28
3651,ENSMUSG00000024999,Noc3l,0.273570758,2.7629888,2.695221640205,0.10064949208268897,0.5452731707747785,NA,NOC3 like DNA replication regulator
5956,ENSMUSG00000030616,Sytl2,-0.373399063,1.524159,2.698294531672,0.10045565234799612,0.5452731707747785,NA,synaptotagmin-like 2
6218,ENSMUSG00000031333,Abcb7,-0.215376627,6.0132331,2.697013552853,0.10053640759903668,0.5452731707747785,NA,"ATP-binding cassette, sub-family B (MDR/TAP), member 7"
6241,ENSMUSG00000031379,Pir,0.337077777,1.8602135,2.699334246645,0.10039015891320588,0.5452731707747785,NA,pirin
13501,ENSMUSG00000097564,C430014B12Rik,-0.466884873,0.5273498,2.69598879292,0.10060106140810236,0.5452731707747785,NA,RIKEN cDNA C430014B12 gene
13078,ENSMUSG00000087523,Gm12319,-0.338250108,3.5046128,2.69383648558,0.10073700201603504,0.5455418599957578,NA,predicted gene 12319
11291,ENSMUSG00000059027,9630013D21Rik,-0.600601572,0.2205761,2.693213395641,0.10077639408566288,0.545549862490069,NA,RIKEN cDNA 9630013D21 gene
4673,ENSMUSG00000027533,Fabp5,0.298230921,2.4338146,2.692528783378,0.1008196950367,0.5455790116145455,NA,"fatty acid binding protein 5, epidermal"
648,ENSMUSG00000005204,Senp3,0.204290622,4.815441,2.68722640839,0.10115575364239857,0.5459952000885582,NA,SUMO/sentrin specific peptidase 3
2545,ENSMUSG00000021824,Ap3m1,-0.184798197,5.4559602,2.686259500413,0.10121716707031728,0.5459952000885582,NA,"adaptor-related protein complex 3, mu 1 subunit"
5177,ENSMUSG00000028690,Mmachc,-0.219521548,4.4106928,2.688554688252,0.10107145397428736,0.5459952000885582,NA,"methylmalonic aciduria cblC type, with homocystinuria"
5489,ENSMUSG00000029363,Rfc5,0.21466427,4.2004368,2.687237186183,0.10115506931743135,0.5459952000885582,NA,replication factor C (activator 1) 5
7888,ENSMUSG00000037031,Tspan15,-0.268241324,3.5836713,2.687534764598,0.10113617687882331,0.5459952000885582,NA,tetraspanin 15
8572,ENSMUSG00000039349,C130074G19Rik,-0.211255097,4.5900136,2.689913717235,0.10098528226609112,0.5459952000885582,NA,RIKEN cDNA C130074G19 gene
8800,ENSMUSG00000040249,Lrp1,-0.212192786,6.7838676,2.685332919778,0.10127605733799164,0.5459952000885582,NA,low density lipoprotein receptor-related protein 1
8830,ENSMUSG00000040345,Arhgap9,0.515549247,0.3748408,2.687067093477,0.10116586977005149,0.5459952000885582,NA,Rho GTPase activating protein 9
12263,ENSMUSG00000072902,Gm10435,0.284658284,2.5439473,2.686042979048,0.10123092506894356,0.5459952000885582,NA,predicted gene 10435
12485,ENSMUSG00000075254,Heg1,-0.225387872,4.6856358,2.685470683687,0.10126729916958611,0.5459952000885582,NA,heart development protein with EGF-like domains 1
735,ENSMUSG00000005982,Naa60,-0.217275409,5.0500827,2.682720491732,0.10144229600966465,0.5466865907427209,NA,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
6973,ENSMUSG00000033228,Scaf11,0.19143684,5.9392247,2.680924950564,0.10155672604358688,0.546893611916606,NA,SR-related CTD-associated factor 11
8874,ENSMUSG00000040502,Marchf9,0.441338248,0.9999193,2.681325222902,0.10153120442634456,0.546893611916606,NA,membrane associated ring-CH-type finger 9
8154,ENSMUSG00000038028,Tigar,0.253483341,7.2309212,2.679173100954,0.10166850763697775,0.5472907431307419,NA,Trp53 induced glycolysis regulatory phosphatase
3032,ENSMUSG00000022941,Ripply3,0.529481028,0.3378153,2.678444313768,0.10171504952833595,0.5473365174507202,NA,ripply transcriptional repressor 3
5349,ENSMUSG00000029049,Morn1,0.599503475,-0.133471,2.675702192956,0.10189037601340747,0.5480749983016524,NA,MORN repeat containing 1
3011,ENSMUSG00000022884,Eif4a2,0.250705256,8.2094881,2.674080237371,0.10199423659244064,0.5481526769950424,NA,eukaryotic translation initiation factor 4A2
4401,ENSMUSG00000026857,Ntmt1,-0.26504294900000003,3.3814342,2.67369217949,0.10201910271684785,0.5481526769950424,NA,N-terminal Xaa-Pro-Lys N-methyltransferase 1
12998,ENSMUSG00000086779,Gm13562,-0.735903638,-0.613957,2.674880534252,0.10194297578402028,0.5481526769950424,NA,predicted gene 13562
9338,ENSMUSG00000042502,Cd2bp2,0.193057776,5.0469623,2.67168601004,0.10214776060969524,0.5486390919794344,NA,CD2 cytoplasmic tail binding protein 2
5952,ENSMUSG00000030612,Mrpl46,-0.237492304,4.1153465,2.670344387792,0.102233899361499,0.548896857430078,NA,mitochondrial ribosomal protein L46
2927,ENSMUSG00000022687,Boc,-0.309517408,2.6630316,2.667500142223,0.10241677681555496,0.5496736298392466,NA,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein
1037,ENSMUSG00000010914,Pdhx,-0.242275682,6.33961,2.666730509679,0.10246632364438936,0.5496976410400897,NA,"pyruvate dehydrogenase complex, component X"
11661,ENSMUSG00000062980,Cped1,0.185056961,5.2176731,2.666244021981,0.1024976559114991,0.5496976410400897,NA,cadherin-like and PC-esterase domain containing 1
4495,ENSMUSG00000027109,Sp3,0.197711727,4.4080351,2.664001927171,0.10264219368534148,0.5502677067579652,NA,trans-acting transcription factor 3
3295,ENSMUSG00000024158,Hagh,-0.199700605,5.0427207,2.662547136355,0.10273609679032424,0.5505659950525048,NA,hydroxyacyl glutathione hydrolase
9536,ENSMUSG00000043832,Clec4a3,0.685882395,-0.5608005,2.6609025988,0.10284236077470908,0.5509302789230415,NA,"C-type lectin domain family 4, member a3"
1244,ENSMUSG00000015597,Zfp318,0.202976575,4.1390387,2.657111755846,0.10308776959807664,0.5515522977504835,NA,zinc finger protein 318
1956,ENSMUSG00000020459,Mtif2,-0.2263328,4.459124,2.657978040589,0.10303163225022328,0.5515522977504835,NA,mitochondrial translational initiation factor 2
8144,ENSMUSG00000038000,Acd,0.315452063,2.2414788,2.655559205331,0.1031884624049136,0.5515522977504835,NA,adrenocortical dysplasia
9593,ENSMUSG00000044231,Nhlrc1,-0.261413839,3.3833431,2.655633639501,0.10318363241813852,0.5515522977504835,NA,NHL repeat containing 1
11865,ENSMUSG00000066595,Flvcr1,-0.508412257,4.4659748,2.656181237504,0.10314810673117608,0.5515522977504835,NA,feline leukemia virus subgroup C cellular receptor 1
12109,ENSMUSG00000070547,Mrgprb1,0.651955516,0.1100315,2.656859550832,0.1031041193841804,0.5515522977504835,NA,"MAS-related GPR, member B1"
5790,ENSMUSG00000030172,Erc1,-0.204260634,5.1572168,2.65306966931,0.10335014947822344,0.5519487882092942,NA,ELKS/RAB6-interacting/CAST family member 1
10565,ENSMUSG00000051890,Klhdc1,0.198423831,4.5917323,2.652645615454,0.1033777179945825,0.5519487882092942,NA,kelch domain containing 1
13781,ENSMUSG00000104011,Gm32391,-0.972237173,-0.475519,2.653717512229,0.10330804756317816,0.5519487882092942,NA,"predicted gene, 32391"
7341,ENSMUSG00000034723,Tmx4,0.234634012,4.0515354,2.650404666703,0.10352353990932744,0.5523174696905125,NA,thioredoxin-related transmembrane protein 4
14224,ENSMUSG00000115124,Gm49201,0.538483983,0.3181047,2.650465018878,0.10351960975311277,0.5523174696905125,NA,"predicted gene, 49201"
1500,ENSMUSG00000018565,Elp5,-0.221205743,4.2505988,2.648924948211,0.1036199508494152,0.5525261557705057,NA,elongator acetyltransferase complex subunit 5
6693,ENSMUSG00000032372,Plscr2,0.513060328,0.4824224,2.647448422247,0.10371625177122357,0.5525261557705057,NA,phospholipid scramblase 2
10356,ENSMUSG00000050064,Zfp697,0.45471529,1.3606032,2.647674069724,0.10370152841162746,0.5525261557705057,NA,zinc finger protein 697
13910,ENSMUSG00000107277,Gm10461,0.557256619,0.0656866,2.648320225478,0.10365937980180488,0.5525261557705057,NA,predicted gene 10461
6809,ENSMUSG00000032599,Ip6k2,0.211604987,4.0473216,2.64657577877,0.10377321276826997,0.5526250031541956,NA,inositol hexaphosphate kinase 2
5101,ENSMUSG00000028538,St3gal3,-0.18551793,5.9917406,2.645451219712,0.1038466678401166,0.5528115810401175,NA,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
3492,ENSMUSG00000024640,Psat1,0.401680062,1.5172722,2.644568101948,0.10390439211849745,0.5529143114619304,NA,phosphoserine aminotransferase 1
2050,ENSMUSG00000020658,Efr3b,-0.379338082,3.6348712,2.643341934294,0.10398459784329551,0.5531365539250201,NA,EFR3 homolog B
2895,ENSMUSG00000022615,Tymp,-0.542699318,0.4668928,2.64254678865,0.10403664591802844,0.5532089054377352,NA,thymidine phosphorylase
4881,ENSMUSG00000028036,Ptgfr,-0.430767299,1.3502482,2.641612504668,0.10409783806895744,0.5533151034921193,NA,prostaglandin F receptor
8348,ENSMUSG00000038602,Slc35f1,-0.541054442,0.1329849,2.640807587707,0.1041505887664606,0.5533151034921193,NA,"solute carrier family 35, member F1"
12156,ENSMUSG00000071176,Arhgef10,-0.226064581,3.5971757,2.640143259415,0.10419414795704823,0.5533151034921193,NA,Rho guanine nucleotide exchange factor (GEF) 10
14168,ENSMUSG00000113585,Gm19605,-0.448364322,0.6849361,2.639894961069,0.10421043369682696,0.5533151034921193,NA,"predicted gene, 19605"
1230,ENSMUSG00000015461,Atf6b,0.249884527,3.182322,2.633381910459,0.10463861814343663,0.5535459839948197,NA,activating transcription factor 6 beta
1419,ENSMUSG00000017778,Cox7c,-0.288430363,8.2339428,2.638074438566,0.10432992587217704,0.5535459839948197,NA,cytochrome c oxidase subunit 7C
2866,ENSMUSG00000022551,Cyc1,-0.31677397,8.6566821,2.636141220111,0.10445697930451564,0.5535459839948197,NA,cytochrome c-1
4493,ENSMUSG00000027107,Chrna1,0.326483989,3.8700456,2.637860300881,0.1043439909170896,0.5535459839948197,NA,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"
4853,ENSMUSG00000027983,Cyp2u1,-0.328009197,2.26947,2.634034325587,0.10459563998321735,0.5535459839948197,NA,"cytochrome P450, family 2, subfamily u, polypeptide 1"
7010,ENSMUSG00000033389,Arhgap44,0.315767555,3.5763364,2.635816205409,0.10447835629770816,0.5535459839948197,NA,Rho GTPase activating protein 44
9137,ENSMUSG00000041645,Ddx24,0.20184221,6.4148058,2.633576240139,0.10462581455957697,0.5535459839948197,NA,DEAD box helicase 24
10549,ENSMUSG00000051695,Pcbp1,0.215091625,6.9210823,2.634998804227,0.10453213991104791,0.5535459839948197,NA,poly(rC) binding protein 1
13334,ENSMUSG00000095123,Gm21781,0.310689431,2.1604883,2.635551237566,0.10449578741166946,0.5535459839948197,NA,"predicted gene, 21781"
13697,ENSMUSG00000102101,Zbtb11os1,0.308012934,2.2577067,2.634254908733,0.10458111333735055,0.5535459839948197,NA,"zinc finger and BTB domain containing 11, opposite strand 1"
12101,ENSMUSG00000070469,Adamtsl3,-0.329582735,2.8045033,2.63232861863,0.10470804508641551,0.5537096878899055,NA,ADAMTS-like 3
1967,ENSMUSG00000020476,Dbnl,0.234878995,3.770923,2.63022732617,0.1048467010313354,0.554035688997387,NA,drebrin-like
6607,ENSMUSG00000032186,Tmod2,-0.288144382,2.7757854,2.630677170299,0.10481700068831969,0.554035688997387,NA,tropomodulin 2
8981,ENSMUSG00000040856,Dlk1,0.725679906,-0.6333672,2.629509923545,0.1048940856390665,0.55408259848037,NA,delta like non-canonical Notch ligand 1
2201,ENSMUSG00000020962,Gtf2a1,0.240311966,3.5217367,2.628205614905,0.10498029564946772,0.5541311350330855,NA,"general transcription factor II A, 1"
4482,ENSMUSG00000027078,Ube2l6,-0.352050936,1.6737214,2.628600681679,0.10495417499269193,0.5541311350330855,NA,ubiquitin-conjugating enzyme E2L 6
13969,ENSMUSG00000108511,Gm44987,0.452140669,0.8867981,2.624653578613,0.10521546610654527,0.555168808876817,NA,predicted gene 44987
2456,ENSMUSG00000021622,Ckmt2,-0.508397189,9.9898557,2.620375217168,0.10549949139746144,0.5560127877581732,NA,"creatine kinase, mitochondrial 2"
7360,ENSMUSG00000034796,Cpne7,0.624664722,0.0984121,2.619441844799,0.10556156629920944,0.5560127877581732,NA,copine VII
8557,ENSMUSG00000039275,Foxk2,-0.196779159,5.50813,2.619335756036,0.10556862437663,0.5560127877581732,NA,forkhead box K2
10027,ENSMUSG00000047539,Fbxo28,0.196386688,4.4684368,2.619441207923,0.1055616086689658,0.5560127877581732,NA,F-box protein 28
13222,ENSMUSG00000091337,Eid1,-0.215758925,4.1992814,2.619547027976,0.10555456898108896,0.5560127877581732,NA,EP300 interacting inhibitor of differentiation 1
1877,ENSMUSG00000020290,Xpo1,-0.194239098,4.649581,2.618586121066,0.10561851228056258,0.5560719989773198,NA,exportin 1
3231,ENSMUSG00000024038,Ndufv3,-0.209967693,6.509131,2.617169682217,0.1057128462823482,0.556206914082972,NA,NADH:ubiquinone oxidoreductase core subunit V3
6647,ENSMUSG00000032289,Thsd4,-0.402693849,1.0436976,2.616792798011,0.10573796210716709,0.556206914082972,NA,"thrombospondin, type I, domain containing 4"
6776,ENSMUSG00000032536,Trak1,-0.261642507,8.2479345,2.61646064192,0.10576010264306145,0.556206914082972,NA,"trafficking protein, kinesin binding 1"
1433,ENSMUSG00000018001,Cyth3,0.210833723,4.1338828,2.615098137703,0.105850976320936,0.5562799123127153,NA,cytohesin 3
7561,ENSMUSG00000035673,Sbno2,0.258228964,3.6131979,2.615093240902,0.10585130307263985,0.5562799123127153,NA,strawberry notch 2
7192,ENSMUSG00000034168,Irf2bpl,-0.191438634,5.3576476,2.613863054628,0.10593342549169173,0.5564298512506173,NA,interferon regulatory factor 2 binding protein-like
8005,ENSMUSG00000037458,Azin1,-0.218802464,4.8522713,2.613507482702,0.1059571750939392,0.5564298512506173,NA,antizyme inhibitor 1
9665,ENSMUSG00000044783,Hjurp,-0.242022954,3.2251656,2.612145805105,0.10604817919870872,0.5567045787997884,NA,Holliday junction recognition protein
9569,ENSMUSG00000044072,Eml6,0.361330961,1.5213511,2.610832217919,0.1061360505391188,0.5569626663776004,NA,echinoderm microtubule associated protein like 6
7255,ENSMUSG00000034390,Cmip,0.293715968,2.4310927,2.607492155355,0.10635984115482608,0.5579335597436357,NA,c-Maf inducing protein
9762,ENSMUSG00000045482,Trrap,-0.188202179,5.181969,2.606724208472,0.10641136821663352,0.5580004290339431,NA,transformation/transcription domain-associated protein
8571,ENSMUSG00000039347,Atp6v0e2,-0.199889986,5.099365,2.605370740147,0.10650224877784253,0.5582735364897546,NA,"ATPase, H+ transporting, lysosomal V0 subunit E2"
5569,ENSMUSG00000029524,Sirt4,-0.311668645,2.9090668,2.603717687104,0.10661336089568833,0.5586524580947049,NA,sirtuin 4
3418,ENSMUSG00000024442,Dele1,-0.202806461,6.3929743,2.602853986425,0.10667146623875338,0.5587534502036484,NA,DAP3 binding cell death enhancer 1
6635,ENSMUSG00000032258,Lca5,-0.590550933,0.2402526,2.602064516368,0.1067246081193836,0.55882837926849,NA,Leber congenital amaurosis 5 (human)
3239,ENSMUSG00000024052,Lpin2,0.340444296,2.290359,2.599647156831,0.10688750942444152,0.5589648556059943,NA,lipin 2
7891,ENSMUSG00000037049,Smpd1,-0.19122693,6.1187256,2.599372148753,0.10690605897753117,0.5589648556059943,NA,"sphingomyelin phosphodiesterase 1, acid lysosomal"
9237,ENSMUSG00000042087,4933440N22Rik,0.321075479,1.9261602,2.599557084236,0.10689358451657788,0.5589648556059943,NA,RIKEN cDNA 4933440N22 gene
14380,ENSMUSG00000118664,Tusc3,-0.342763494,2.0002581,2.600887848312,0.10680386751214416,0.5589648556059943,NA,tumor suppressor candidate 3
94,ENSMUSG00000000787,Ddx3x,0.23060226,7.3334342,2.596104701921,0.10712672184697924,0.5599151473505937,NA,"DEAD box helicase 3, X-linked"
2640,ENSMUSG00000022051,Bnip3l,0.187595203,5.7370096,2.595059106001,0.10719744036297556,0.5600813251208625,NA,BCL2/adenovirus E1B interacting protein 3-like
8738,ENSMUSG00000039997,Ifi203,-0.52504238,2.6743197,2.591400841494,0.10744526932229193,0.5611724066346492,NA,interferon activated gene 203
269,ENSMUSG00000001999,Blvra,0.252952613,3.1584703,2.58821415506,0.10766166381545104,0.5620985778811775,NA,biliverdin reductase A
590,ENSMUSG00000004637,Wwox,-0.26447212,2.9367798,2.583994802385,0.107948918808733,0.5629854993616743,NA,WW domain-containing oxidoreductase
10431,ENSMUSG00000050730,Arhgap42,-0.430049615,2.437934,2.584740426356,0.10789809531791449,0.5629854993616743,NA,Rho GTPase activating protein 42
13869,ENSMUSG00000106209,Gm42918,0.654659274,-0.4402943,2.584399856573,0.10792130609833904,0.5629854993616743,NA,predicted gene 42918
6719,ENSMUSG00000032411,Tfdp2,-0.190585987,5.3862085,2.579746057524,0.10823902542767184,0.5638437784067077,NA,transcription factor Dp 2
8444,ENSMUSG00000038895,Zfp653,0.27949013,2.5912707,2.580943017038,0.10815720985117692,0.5638437784067077,NA,zinc finger protein 653
11870,ENSMUSG00000066640,Fbxl18,-0.221577973,3.6832121,2.579289776673,0.10827023140855747,0.5638437784067077,NA,F-box and leucine-rich repeat protein 18
13534,ENSMUSG00000097768,2310043M15Rik,-0.600391616,-0.1979458,2.580230023386,0.10820593680684244,0.5638437784067077,NA,RIKEN cDNA 2310043M15 gene
2279,ENSMUSG00000021178,Psmc1,0.22456148,7.0002713,2.577751774269,0.10837549134761681,0.5639837052444334,NA,"protease (prosome, macropain) 26S subunit, ATPase 1"
12678,ENSMUSG00000079278,Tmem233,-0.311244971,7.6191967,2.577954958524,0.1083615791010356,0.5639837052444334,NA,transmembrane protein 233
11606,ENSMUSG00000062352,Itgb1bp1,-0.208106569,4.4916735,2.576494161136,0.108461645146693,0.5642279869905155,NA,integrin beta 1 binding protein 1
2071,ENSMUSG00000020697,Lig3,-0.206268163,5.0432741,2.572335948216,0.10874704290282876,0.5647913944529316,NA,"ligase III, DNA, ATP-dependent"
4768,ENSMUSG00000027775,Mfsd1,0.222197097,4.5060027,2.572057157614,0.10876620710466836,0.5647913944529316,NA,major facilitator superfamily domain containing 1
10677,ENSMUSG00000052906,Ubxn8,0.327779482,2.3560918,2.572280884107,0.10875082774250738,0.5647913944529316,NA,UBX domain protein 8
10817,ENSMUSG00000054203,Ifi205,0.429480769,1.5225554,2.572427114597,0.1087407768863004,0.5647913944529316,NA,interferon activated gene 205
13218,ENSMUSG00000091228,Gm20390,-0.348435549,3.4458937,2.573255911067,0.108683830520657,0.5647913944529316,NA,predicted gene 20390
4066,ENSMUSG00000026083,Eif5b,0.219503608,7.1294625,2.570191860924,0.10889452400877803,0.5649316651585063,NA,eukaryotic translation initiation factor 5B
7283,ENSMUSG00000034501,Pcnx4,0.281193967,2.7508095,2.569952469605,0.10891100418025552,0.5649316651585063,NA,pecanex homolog 4
7676,ENSMUSG00000036186,Dipk1b,-0.56266334,1.8448699,2.57015178057,0.10889728302856833,0.5649316651585063,NA,divergent protein kinase domain 1B
6920,ENSMUSG00000033022,Cdo1,0.415216749,2.7924859,2.569271037688,0.10895793030427656,0.5649714087020669,NA,"cysteine dioxygenase 1, cytosolic"
2341,ENSMUSG00000021290,Atp5mpl,-0.230565126,6.5637787,2.568545235859,0.10900793635162256,0.5650270879551503,NA,ATP synthase membrane subunit 6.8PL
223,ENSMUSG00000001687,Ubl3,0.208232788,6.6933816,2.567354294778,0.1090900440518908,0.5652490615277843,NA,ubiquitin-like 3
10674,ENSMUSG00000052837,Junb,0.289023047,3.4510537,2.566210362001,0.10916897482599792,0.565454420004062,NA,jun B proto-oncogene
303,ENSMUSG00000002228,Ppm1j,-0.197003695,5.2962831,2.560682659404,0.10955126890961332,0.5654626829840962,NA,protein phosphatase 1J
1198,ENSMUSG00000015127,Unkl,0.256384001,3.2319442,2.562244110397,0.10944313057779013,0.5654626829840962,NA,unkempt family like zinc finger
1724,ENSMUSG00000019989,Enpp3,-0.390311017,1.3504679,2.562001564654,0.10945992039016315,0.5654626829840962,NA,ectonucleotide pyrophosphatase/phosphodiesterase 3
2607,ENSMUSG00000021981,Cab39l,-0.196580322,4.4070836,2.563254607746,0.10937321109042485,0.5654626829840962,NA,calcium binding protein 39-like
3600,ENSMUSG00000024906,Mus81,-0.201698617,4.344677,2.560505395828,0.10956355272497464,0.5654626829840962,NA,MUS81 structure-specific endonuclease subunit
4134,ENSMUSG00000026234,Ncl,0.228456336,7.5650144,2.564627825143,0.10927827254172952,0.5654626829840962,NA,nucleolin
6128,ENSMUSG00000031075,Ano1,-0.315307893,2.2003777,2.562155070313,0.10944929389576888,0.5654626829840962,NA,"anoctamin 1, calcium activated chloride channel"
8088,ENSMUSG00000037815,Ctnna1,0.195844971,6.0638506,2.560520776423,0.10956248683753,0.5654626829840962,NA,"catenin (cadherin associated protein), alpha 1"
8834,ENSMUSG00000040356,Skiv2l,0.181380293,5.2987232,2.564054749612,0.10931788158810032,0.5654626829840962,NA,superkiller viralicidic activity 2-like (S. cerevisiae)
9094,ENSMUSG00000041417,Pik3r1,-0.1978862,4.7988116,2.562351042075,0.10943572931513934,0.5654626829840962,NA,phosphoinositide-3-kinase regulatory subunit 1
365,ENSMUSG00000002731,Prkra,-0.374727122,1.7854963,2.559938383757,0.10960285506884128,0.5654627040464529,NA,"protein kinase, interferon inducible double stranded RNA dependent activator"
14314,ENSMUSG00000117592,Gm46603,-0.507729366,0.4034591,2.558957761663,0.10967086330332372,0.5656107713518012,NA,"predicted gene, 46603"
9859,ENSMUSG00000046314,Stxbp6,-0.393502231,2.175756,2.557967797352,0.1097395664974608,0.5657162302824184,NA,syntaxin binding protein 6 (amisyn)
14018,ENSMUSG00000109715,Gm45606,0.424484714,1.2799356,2.557530305564,0.10976994335593245,0.5657162302824184,NA,predicted gene 45606
658,ENSMUSG00000005360,Slc1a3,-0.490638513,2.1017983,2.554528433803,0.10997862519110337,0.5660565759026968,NA,"solute carrier family 1 (glial high affinity glutamate transporter), member 3"
3807,ENSMUSG00000025372,Baiap2,0.348442866,1.6881321,2.554030521707,0.110013280820972,0.5660565759026968,NA,brain-specific angiogenesis inhibitor 1-associated protein 2
7064,ENSMUSG00000033628,Pik3c3,0.208440277,4.2424564,2.552631750481,0.1101107022271061,0.5660565759026968,NA,phosphatidylinositol 3-kinase catalytic subunit type 3
9151,ENSMUSG00000041702,Btbd7,-0.190494282,4.7937825,2.55347317873,0.1100520871969236,0.5660565759026968,NA,BTB (POZ) domain containing 7
9761,ENSMUSG00000045466,Zfp956,0.225341412,3.8105788,2.553579568693,0.11004467837179165,0.5660565759026968,NA,zinc finger protein 956
10610,ENSMUSG00000052310,Slc39a1,-0.181224395,5.3943104,2.553388213358,0.11005800444207532,0.5660565759026968,NA,"solute carrier family 39 (zinc transporter), member 1"
11354,ENSMUSG00000059734,Ndufs8,-0.264240239,6.7875265,2.552622313919,0.11011135978536717,0.5660565759026968,NA,NADH:ubiquinone oxidoreductase core subunit S8
7288,ENSMUSG00000034525,Ice1,-0.198895802,5.7433245,2.550917268742,0.11023024161226971,0.5664653380567675,NA,interactor of little elongation complex ELL subunit 1
4263,ENSMUSG00000026566,Mpzl1,-0.294768755,2.6265276,2.549008741102,0.1103634784098884,0.5667388836131021,NA,myelin protein zero-like 1
5459,ENSMUSG00000029276,Glmn,-0.312978319,2.0193063,2.548462675357,0.11040163255038744,0.5667388836131021,NA,"glomulin, FKBP associated protein"
9392,ENSMUSG00000042700,Sipa1l1,0.228151453,3.74505,2.548782813227,0.11037926244940097,0.5667388836131021,NA,signal-induced proliferation-associated 1 like 1
8622,ENSMUSG00000039543,Cfap70,0.939742157,-1.0673141,2.547795034211,0.11044830099432942,0.5667762492893744,NA,cilia and flagella associated protein 70
633,ENSMUSG00000005054,Cstb,0.309621584,2.4725445,2.546216085781,0.110558756625208,0.5671408018110938,NA,cystatin B
304,ENSMUSG00000002233,Rhoc,0.214525077,4.2240153,2.544768140771,0.11066015469515585,0.56725315040858,NA,ras homolog family member C
4191,ENSMUSG00000026393,Nek7,0.226267974,7.309264,2.543820920933,0.110726542854879,0.56725315040858,NA,NIMA (never in mitosis gene a)-related expressed kinase 7
10331,ENSMUSG00000049872,Calhm5,-0.52316479,0.8894059,2.543652541654,0.11073834870371128,0.56725315040858,NA,calcium homeostasis modulator family member 5
11770,ENSMUSG00000064043,Trerf1,-0.427555325,0.8685766,2.544920911582,0.11064945148982176,0.56725315040858,NA,transcriptional regulating factor 1
8856,ENSMUSG00000040441,Slc26a10,0.439333023,2.9394529,2.542094055673,0.11084768710236204,0.56761116359996,NA,"solute carrier family 26, member 10"
3630,ENSMUSG00000024963,Dnajc4,-0.215786985,3.8120967,2.54107923402,0.11091894759393527,0.5676971949750564,NA,DnaJ heat shock protein family (Hsp40) member C4
8146,ENSMUSG00000038005,Hpf1,-0.265575309,2.8653353,2.54073124182,0.11094339511222868,0.5676971949750564,NA,histone PARylation factor 1
5932,ENSMUSG00000030562,Nox4,0.549663772,0.5823191,2.539969154173,0.11099695481550724,0.5677693504587038,NA,NADPH oxidase 4
3185,ENSMUSG00000023921,Mmut,-0.20639021,6.169356,2.536096950814,0.111269534110871,0.568652257679019,NA,methylmalonyl-Coenzyme A mutase
